date,ECO,PSE,OIL,INTEREST,SNP,GREENUTIL,CONVERSION,CLEANFUEL,STORAGE,DELIVERY,HARVEST
19-Jan-05,155.71,738.57,47.55,2.33,1184.63,17.34235634,13.32699089,57.18999863,22.77028285,15.99972214,14.51869648
26-Jan-05,153.87,731.04,48.78,2.37,1174.07,17.49847666,13.33741146,57.93999863,22.97225761,15.99172476,13.99995727
2-Feb-05,159.58,747.46,46.69,2.47,1193.19,17.73916234,13.89844807,59.43999863,23.89336077,16.11795886,14.72680488
9-Feb-05,155.13,744.23,45.46,2.47,1191.99,18.25631037,13.93054726,59.41999817,24.86932343,16.04570279,15.10563093
16-Feb-05,156.8,758.22,48.33,2.53,1210.34,18.62384355,14.77721917,60.54999924,26.04115126,16.79699842,14.51421831
23-Feb-05,156.12,739.56,51.17,2.63,1190.8,17.72615202,14.28317217,61.22999954,26.10336403,16.27724991,13.9067388
2-Mar-05,165.84,748.68,53.05,2.68,1210.08,17.93431238,14.93264399,63.04999924,26.29536596,17.05399915,14.41045257
9-Mar-05,164.6,743.37,54.77,2.7,1207.01,17.60906203,15.24428448,64.87000275,26.17517726,16.77154466,14.67525491
16-Mar-05,158.32,728.85,56.46,2.74,1188.07,16.93254087,14.4892577,62.95000076,25.05159904,16.7715447,13.70105754
23-Mar-05,153.67,726.29,53.81,2.77,1172.53,16.46743232,14.54647789,63.40000153,25.573991,16.74747024,13.99544927
30-Mar-05,152.27,730.58,53.99,2.77,1181.41,16.71462309,14.35853538,62.70999908,26.48786434,16.8307667,14.17633784
6-Apr-05,154.69,722.79,55.85,2.71,1184.07,16.73413787,14.09848598,63.31999969,28.454575,17.72631902,15.57582542
13-Apr-05,146.73,714.54,50.22,2.72,1173.79,16.77316859,13.65142459,61.04000092,28.42457674,17.07327191,15.02350874
20-Apr-05,140.6,691.98,52.44,2.81,1137.5,16.49995789,12.87639399,57.11000061,26.89879581,17.25462927,14.24782647
27-Apr-05,139.26,702.96,51.61,2.83,1156.38,17.06914634,12.97083039,56.06999969,26.55942718,17.81812155,15.18497871
4-May-05,139.73,715.64,50.13,2.81,1175.65,17.38463871,12.92524045,60.27000046,26.96861383,18.45190899,14.67820222
11-May-05,140.26,720.09,50.45,2.81,1171.11,16.88375334,13.01735086,59.54999924,27.14814693,18.80146321,13.87865204
18-May-05,139.61,741.62,47.25,2.8,1185.56,17.00084306,13.26865427,60.84999847,26.29735969,19.84499057,14.00267348
25-May-05,141.4,748.29,50.98,2.89,1190.01,17.10167136,13.76819073,60.04000092,26.00636643,20.10017475,12.68617491
1-Jun-05,144.56,759.67,54.6,2.91,1202.27,18.36689505,14.05103506,61.61999893,28.10615522,20.83844372,13.17075991
8-Jun-05,143.38,751.05,52.54,2.96,1194.67,18.18800799,13.75097829,61.52999878,28.92477675,20.14992722,12.56914666
15-Jun-05,152.15,757.14,55.57,2.94,1206.58,18.12946303,14.57299453,61.18000031,29.78927826,20.96202333,13.18780873
22-Jun-05,157.32,760.78,58.09,2.97,1213.88,18.25631021,14.6726414,61.93000031,31.54072388,21.85757549,13.74509549
29-Jun-05,157.62,750.52,57.26,3.06,1199.85,18.86778158,14.49410034,60.29000092,31.25646213,21.22844217,14.77644884
6-Jul-05,157.11,751.67,61.28,3.12,1194.94,18.4937437,14.64742713,58.97999954,31.40382854,21.53979897,15.21323861
13-Jul-05,160.42,784.26,60.01,3.15,1223.29,19.41095016,15.59877027,60.15999985,33.65522503,22.68893046,15.22710917
20-Jul-05,164.99,810.81,56.72,3.23,1235.2,19.39143492,16.28731951,59.79999924,33.91130756,23.81559327,15.86501546
27-Jul-05,170.31,806.33,59.11,3.33,1236.79,19.35565693,16.41566919,59.29999924,36.0549829,24.25855456,16.03041541
3-Aug-05,172.37,812.29,60.86,3.38,1245.04,20.42573106,14.71536574,61.22999954,37.46107702,24.46880075,16.73339598
10-Aug-05,166.69,793.59,64.9,3.43,1229.13,20.52005377,13.91286932,60.61000061,36.8494168,24.00818498,16.61272662
17-Aug-05,164.37,799.39,63.25,3.44,1220.24,20.51029618,13.92943071,59.79999924,35.47947919,23.20250906,16.6428934
24-Aug-05,171.11,794.67,67.32,3.45,1209.59,19.62236201,14.51763529,57.86999893,34.17661832,23.16238594,16.97912655
31-Aug-05,183.82,808.61,68.94,3.44,1220.33,20.6046192,15.36272563,55.40000153,34.87654796,23.09979344,19.11777104
7-Sep-05,187.43,820.26,64.37,3.41,1236.36,20.84855684,15.60993533,55.43000031,37.18404728,23.65189034,19.12239426
14-Sep-05,191.79,819.97,65.09,3.35,1227.16,20.95914245,15.82067293,56.29999924,37.52316535,23.95682784,20.65861732
21-Sep-05,182.02,800.69,66.8,3.34,1210.2,20.81603198,15.23870204,55,36.43723942,23.11905258,20.47258576
28-Sep-05,182.84,803.17,66.35,3.39,1216.89,21.13803005,14.70511263,54.66999817,35.76972469,22.96979423,21.0700943
5-Oct-05,182.93,800.12,62.79,3.5,1196.39,20.09397556,14.42319872,54.59000015,36.29835074,22.7242394,20.99999349
12-Oct-05,165.25,774.76,64.12,3.62,1177.68,19.90533006,12.03995635,54.18999863,34.8713114,20.97967768,18.00660726
19-Oct-05,166.52,794.34,62.41,3.77,1195.76,20.25660119,12.15579208,53.84000015,33.58490756,21.49967596,18.16218304
26-Oct-05,165.78,795.75,60.66,3.81,1191.38,20.06470288,12.11345853,56.77000046,33.23855888,21.87523012,17.9296286
2-Nov-05,167.36,807.35,59.75,3.85,1214.76,20.95588933,11.19933176,58.00999832,33.44601868,21.74202027,18.00579807
9-Nov-05,170.85,819.51,58.93,3.9,1220.65,21.15104053,11.43239932,56.34999847,31.6483934,23.51723674,17.56201518
16-Nov-05,169.79,829.32,57.88,3.91,1231.21,20.39320666,11.29935084,58.09999847,33.01538919,22.98584346,17.42926685
23-Nov-05,175.74,845.42,58.71,3.86,1265.61,20.55257898,12.06089038,59.93000031,34.27710718,24.5699122,18.65797966
30-Nov-05,172.77,840.5,57.32,3.86,1249.48,20.60136647,11.90039473,59.16999817,33.0303495,24.21843125,18.25181832
7-Dec-05,174.97,853.06,59.21,3.94,1257.37,20.601,11.67244476,60.22999954,33.61208618,24.11250565,18.89163207
14-Dec-05,176.61,853.76,60.85,3.81,1272.74,20.40191159,11.82596231,61.24000168,31.39709796,23.85427228,18.8916
21-Dec-05,173.98,844.7,58.56,3.9,1262.79,20.76848803,11.49892352,60.06000137,31.99653808,23.06448492,19.13524944
28-Dec-05,175.52,845.94,59.82,3.87,1258.17,20.65472313,11.28120781,60.20999908,31.81351452,23.00991692,20.87523966
4-Jan-06,179.16,856.39,63.42,4.09,1273.46,21.43211969,11.92505083,58.93000031,33.48815897,23.50102687,21.59988482
11-Jan-06,188.01,886.54,63.94,4.2,1294.18,22.11155064,12.37121899,59.47999954,33.77341658,24.80262665,24.54911312
18-Jan-06,194.34,872.32,65.73,4.25,1277.93,22.37384345,12.20202889,59.34999847,32.41395261,24.04349369,26.94348265
25-Jan-06,200.12,860.31,65.85,4.32,1264.68,23.36928914,13.00060341,61.5,33.29989844,24.73682449,25.55154258
1-Feb-06,214.17,881.07,66.56,4.37,1282.46,23.25552364,13.2913563,61.79999924,35.71112792,25.89077104,27.77883272
8-Feb-06,212.42,871.49,62.55,4.4,1265.65,22.5950534,13.41230938,62.25,35.51463951,26.34015205,27.02392375
15-Feb-06,211.78,872.19,57.65,4.44,1280,23.29344567,13.17924193,63.22999954,35.08650204,28.29335484,26.06673444
22-Feb-06,214.04,874.78,61.01,4.46,1292.67,23.86859239,13.43926804,64.04000092,36.55568064,27.97236819,26.3547591
1-Mar-06,222.28,883.78,61.97,4.49,1291.24,25.26221852,14.02386722,64.31999969,36.89903783,29.80199148,28.86576859
8-Mar-06,205.36,862.95,60.02,4.47,1278.47,23.48305523,14.023867,62.79999924,34.52845422,28.88557514,25.99219101
15-Mar-06,213.43,881.46,62.17,4.51,1303.02,24.29205339,14.49477513,65.41999817,35.81984526,30.0523606,27.29666865
22-Mar-06,213.94,872,61.77,4.57,1305.04,23.91599508,14.44695557,67.62000275,35.7051428,29.69125117,27.11058669
29-Mar-06,225.06,875.72,66.45,4.51,1302.89,23.73270716,15.58551535,66.80999756,35.8308158,30.78902502,28.78110834
5-Apr-06,228.6,881.02,67.07,4.55,1311.56,24.43109943,15.97171475,67.73000336,35.95200152,31.38926997,27.24094511
12-Apr-06,225.09,864.71,68.62,4.58,1288.12,24.431,15.78362471,65.91000366,35.21167678,30.88853113,27.01256432
19-Apr-06,249.12,877.62,72.17,4.61,1309.93,24.84302215,16.93812413,68.80000305,36.0883963,33.28469525,30.32065547
26-Apr-06,245.81,872.18,71.93,4.67,1305.41,25.0798023,16.92535412,68.13999939,37.21696203,32.41401903,29.37136592
3-May-06,248.58,870.92,72.28,4.7,1307.85,25.77830483,17.45637827,68.36000061,36.84044135,33.13222661,29.58958337
10-May-06,253.02,864.91,72.13,4.76,1322.85,27.25108007,17.56706441,67.48000336,38.18594166,34.0117297,30.43523755
17-May-06,220.43,822.41,68.69,4.71,1270.32,24.85012527,15.82825634,64.5,34.95484522,31.19025884,26.67571934
24-May-06,211.06,810.58,69.86,4.7,1258.57,22.94640849,15.02844094,63.88999939,34.52446303,28.18742978,25.09843932
31-May-06,220.15,812.27,71.29,4.74,1270.09,23.299212,15.66202642,64.84999847,34.52446,28.98187088,25.1607435
7-Jun-06,213.36,796.17,70.82,4.74,1256.15,23.6141302,14.61090824,62.59999847,34.0328642,27.52138255,24.91426503
14-Jun-06,190.56,773,69.14,4.77,1230.04,22.34972215,14.31442719,60.84000015,30.83810704,26.45891756,21.24872519
21-Jun-06,201.1,788.6,70.33,4.79,1252.2,22.57229605,14.22425346,63.29000092,33.57755587,27.49088867,22.97361622
28-Jun-06,194.24,766.99,72.19,4.88,1246,22.18397555,13.5365635,61.93999863,33.09454179,27.06237126,23.71726604
5-Jul-06,201.8,779.85,75.19,4.88,1270.91,23.21397129,13.51703476,63.83000183,34.73482779,28.08952888,24.57359208
12-Jul-06,190.85,759.85,74.95,4.93,1258.6,23.51231491,12.83384438,63.91999817,33.99093758,26.3337321,22.36226291
19-Jul-06,187.94,756.57,72.66,4.98,1259.81,23.54546405,12.80651893,63.47000122,35.44144999,25.87131905,22.39925778
26-Jul-06,186.05,755.73,73.94,4.98,1268.4,23.58808509,12.64074472,63.18000031,35.40810414,24.57312172,22.88575667
2-Aug-06,187.67,770.08,75.81,4.97,1278.55,24.00481811,12.89623744,64.63999939,36.20691801,24.27299932,23.71385237
9-Aug-06,180.25,756.28,76.35,4.94,1265.95,24.11847315,12.34062033,64.12999725,35.89234579,24.44312212,22.95328912
16-Aug-06,186.44,796.24,71.89,4.94,1295.43,24.52336823,12.84887334,66.62999725,36.66786402,26.0849678,22.953
23-Aug-06,184.96,787.57,71.76,4.96,1292.99,23.53836047,12.58288764,66,37.20383833,25.91163571,22.36520042
30-Aug-06,192.17,806.72,70.03,4.92,1304.27,23.99771499,12.5828876,66.23000336,37.64242477,27.24854436,23.04897733
6-Sep-06,186.59,798.35,67.5,4.84,1300.26,23.99771454,12.54103849,66.90000153,38.15932361,26.40916405,22.3426283
13-Sep-06,186.82,819.16,63.97,4.79,1318.07,24.11610484,12.63288448,65.69999695,38.04947958,27.72360442,22.7358496
20-Sep-06,180.37,829.78,60.46,4.81,1325.18,24.31026532,12.45771064,67.26999664,39.08489549,28.09113411,21.67605982
27-Sep-06,176.59,830.15,62.96,4.76,1336.59,24.06638113,12.19920883,67.61000061,39.57673657,27.51335839,21.34097881
4-Oct-06,176.7,839,59.41,4.8,1350.22,24.31263318,11.83404723,67.68000031,42.33800661,26.70930286,21.94984817
11-Oct-06,182.54,842.91,57.59,4.89,1349.95,24.57309194,12.24365046,67.69999695,43.62807009,27.26138316,22.34872775
18-Oct-06,187.08,850.44,57.65,4.96,1365.96,24.66306792,12.37438278,68.76000214,45.22064264,28.27730595,23.71295192
25-Oct-06,186.95,852.73,61.4,4.99,1382.22,24.58966651,12.56356669,68.63999939,45.20250383,28.09434329,23.63491779
1-Nov-06,182.58,848.45,58.71,4.94,1367.81,24.39787389,12.31883079,69.83000183,44.33454462,27.01261867,23.07149058
8-Nov-06,185.74,865.02,59.83,4.97,1385.72,24.79092967,13.37098474,70.70999908,43.06571315,26.98212532,23.43108945
15-Nov-06,192.17,882.1,58.76,4.96,1396.57,25.76883339,14.32521926,69.47000122,43.07650304,27.46360484,24.87166587
22-Nov-06,189.14,897.98,59.24,4.92,1406.09,25.64334041,13.99020368,71.51999664,42.88746461,27.22928438,24.79997001
29-Nov-06,189.89,880.39,62.46,4.91,1399.48,25.44444421,13.84650946,69.79000092,43.80519123,26.95965629,24.71250853
6-Dec-06,191.56,888.3,62.19,4.86,1412.9,25.2550199,14.32907077,70.68000031,44.38064078,28.02051631,25.28607507
13-Dec-06,185.77,877.07,61.37,4.82,1413.21,25.60308679,13.8542868,71.79000092,43.7870489,27.11693983,25.09588854
20-Dec-06,184.45,880.22,63.72,4.84,1423.53,25.47759425,13.89689159,72.15000153,44.60841509,27.66422141,24.31925771
27-Dec-06,183.21,879.05,60.34,4.85,1426.84,25.63150066,14.31092388,71.93000031,43.94764366,28.11360284,23.91704792
3-Jan-07,180.72,875.83,58.32,4.92,1416.6,25.31184674,14.00427683,71.91000366,43.21184529,27.88730769,23.8582292
10-Jan-07,177.61,898.74,54.02,4.96,1414.85,24.83118194,13.90428353,69.66999817,40.88381606,29.16964841,24.62112845
17-Jan-07,180.01,901.18,52.24,4.99,1430.62,24.56598881,14.01464693,71.08999634,40.8909249,29.88705275,25.75991866
24-Jan-07,180.12,890.35,55.37,5,1440.13,24.15399015,13.94465139,73.94999695,43.03457523,29.43125258,25.78856461
31-Jan-07,184.2,891.86,58.14,4.99,1438.24,24.24396659,14.80570663,74.66000366,44.04988547,30.48087812,26.71778045
7-Feb-07,191.25,904.26,57.71,5.02,1450.02,25.17925063,15.45492358,75.09999847,45.41213115,31.84025615,27.65147634
14-Feb-07,192.65,906.5,58,5.02,1455.3,25.57704213,15.2653065,76.76000214,45.96968196,31.8964287,27.60264794
21-Feb-07,198.03,910.95,60.07,5.04,1457.63,25.1958252,15.58528565,77.18000031,46.84969993,32.88185692,27.99681255
28-Feb-07,193.21,882.89,61.79,5.01,1406.82,24.49732267,15.62232015,74.80999756,45.13029303,32.88344643,26.3046384
7-Mar-07,187.7,869.72,61.82,4.97,1391.97,24.16819686,15.21293932,73.58999634,41.38521762,32.46938947,26.26960039
14-Mar-07,187.24,873.75,58.16,4.92,1387.17,24.2250237,14.8401486,72.83000183,41.116987,32.87864675,26.50051287
21-Mar-07,194.14,897.93,59.61,4.91,1435.04,25.5131108,14.84088939,75.5,44.48067485,34.74999833,27.52992114
28-Mar-07,198.07,883.29,64.08,4.92,1417.23,25.07743399,14.57425491,73.98999786,44.2757002,35.03246649,28.7562932
4-Apr-07,202.88,896.98,64.38,4.92,1439.37,25.30947933,14.74978419,73.76000214,45.36712056,35.77073504,29.72517368
11-Apr-07,201.85,895.16,62.01,4.9,1438.87,26.05770603,14.32795987,73.70999908,46.82218917,36.30838772,29.5759472
18-Apr-07,207.4,915.53,63.13,4.86,1472.5,25.93221214,14.43498975,74.63999939,50.38104678,36.3083877,30.70171625
25-Apr-07,210.19,940.47,65.84,4.83,1495.42,26.46023325,14.33945519,78.19000244,51.70847478,37.37643829,30.86950408
2-May-07,202.63,941.86,63.68,4.77,1495.92,26.91011586,14.43461951,76.75,49.67099132,35.18036255,29.78814374
9-May-07,204.54,951.11,61.55,4.74,1512.58,27.26055106,14.94866021,78.76000214,52.57888281,36.31539396,30.57040605
16-May-07,199.13,938.8,62.55,4.62,1514.14,28.61256858,14.34832871,78.41000366,52.78900521,35.90622234,28.98965073
23-May-07,203.8,939.55,65.77,4.77,1522.28,27.76726233,14.79422557,77.87000275,51.77933495,36.88150856,29.25845558
30-May-07,205.22,942.88,63.49,4.71,1530.23,27.81698604,14.60968199,78.55999756,53.918893,37.13794112,29.2776133
